registerno,department,semester,staff,subject,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,average
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Mrs.Keerthiga.K ,  MX3089- Industrial Safety,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3611-Bioinformatics Lab,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Mrs.Keerthiga.K ,BT3661  Bioprocess Laboratory,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
BHG0t3wKmdqvrlTpmIU2Ofl0ixQyG85K,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,8.00,8.00,8.00,5.00,6.00,4.00,2.00,4.00,9.00,7.00,6.10
BHG0t3wKmdqvrlTpmIU2Ofl0ixQyG85K,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,6.00,7.00,8.00,7.00,6.00,7.00,7.00,7.00,7.00,7.00,6.90
BHG0t3wKmdqvrlTpmIU2Ofl0ixQyG85K,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,10.00,9.00,8.00,7.00,10.00,9.00,8.00,7.00,10.00,9.00,8.70
BHG0t3wKmdqvrlTpmIU2Ofl0ixQyG85K,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
BHG0t3wKmdqvrlTpmIU2Ofl0ixQyG85K,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,9.00,9.00,9.00,9.00,9.00,8.00,9.00,9.00,8.00,8.00,8.70
BHG0t3wKmdqvrlTpmIU2Ofl0ixQyG85K,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,9.00,8.00,9.00,8.00,8.00,9.00,9.00,8.00,9.00,9.00,8.60
BHG0t3wKmdqvrlTpmIU2Ofl0ixQyG85K,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,9.00,8.00,9.00,9.00,8.00,8.00,8.00,8.00,8.00,8.00,8.30
BHG0t3wKmdqvrlTpmIU2Ofl0ixQyG85K,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,7.00,8.00,7.00,8.00,7.00,8.00,9.00,8.00,7.00,7.00,7.60
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mrs.K.Kalaichelvi,Communication Networks,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Dr.Anumol Mathai,Embedded System & I0T Design Laboratory,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mr. M Ananthan,4G/5G Communication Networks,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing Laboratory,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing Laboratory ,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning Laboratory ,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
trokSYP20ocmqKBAuvJmB9KAjegt/C6t,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing Laboratory (DM LAB),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mrs.K.Kalaichelvi,Communication Networks,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Dr.Anumol Mathai,Embedded System & I0T Design Laboratory,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mr. M Ananthan,4G/5G Communication Networks,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing Laboratory,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing Laboratory ,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning Laboratory ,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5WysSsyx+0scFom5wRY6vpg7XAJsgNGS,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing Laboratory (DM LAB),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3601  Bioinformatics,10.00,9.00,9.00,10.00,10.00,10.00,9.00,10.00,9.00,10.00,9.60
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Ms.Sumayafathima.S,BT365- Bioprocess Engineering,9.00,10.00,8.00,10.00,8.00,9.00,10.00,10.00,9.00,9.00,9.20
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Dr.G.Pratap Kumar,CBT333 - Tissue Engineering (PEIV),10.00,8.00,10.00,8.00,10.00,8.00,9.00,9.00,10.00,9.00,9.10
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Ms. G. Jeyashree,BT3025 -Animal Cell Culture Technology (PEV),8.00,10.00,10.00,9.00,8.00,9.00,10.00,10.00,9.00,10.00,9.30
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Mr.R.Paulraj ,OCS35- Artificial Intelligence and Machine Learning Fundamentals,9.00,9.00,10.00,10.00,9.00,10.00,9.00,10.00,9.00,8.00,9.30
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Mr.R.Paulraj ,OCS351- Artificial Intelligence and Machine Learning Fundamentals Lab,9.00,10.00,9.00,10.00,10.00,9.00,10.00,10.00,9.00,10.00,9.60
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Mrs.Keerthiga.K ,  MX3089- Industrial Safety,10.00,9.00,10.00,9.00,8.00,10.00,9.00,8.00,10.00,9.00,9.20
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3611-Bioinformatics Lab,10.00,10.00,10.00,9.00,10.00,9.00,10.00,9.00,9.00,10.00,9.60
q8Qcsf/ZLGx/nSkcSZBaMUIFvcsiMcZ/,Biotechnology -A,6,Mrs.Keerthiga.K ,BT3661  Bioprocess Laboratory,9.00,10.00,10.00,10.00,9.00,10.00,9.00,8.00,9.00,9.00,9.30
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3601  Bioinformatics,9.00,8.00,9.00,9.00,8.00,9.00,10.00,9.00,9.00,8.00,8.80
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Ms.Sumayafathima.S,BT365- Bioprocess Engineering,9.00,10.00,9.00,9.00,9.00,9.00,10.00,9.00,10.00,9.00,9.30
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Dr.G.Pratap Kumar,CBT333 - Tissue Engineering (PEIV),9.00,8.00,10.00,8.00,9.00,9.00,9.00,9.00,9.00,8.00,8.80
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Ms. G. Jeyashree,BT3025 -Animal Cell Culture Technology (PEV),10.00,8.00,8.00,9.00,8.00,8.00,8.00,8.00,9.00,9.00,8.50
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Mr.R.Paulraj ,OCS35- Artificial Intelligence and Machine Learning Fundamentals,9.00,9.00,7.00,8.00,8.00,8.00,9.00,7.00,9.00,8.00,8.20
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Mr.R.Paulraj ,OCS351- Artificial Intelligence and Machine Learning Fundamentals Lab,8.00,8.00,8.00,7.00,8.00,8.00,9.00,8.00,9.00,8.00,8.10
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Mrs.Keerthiga.K ,  MX3089- Industrial Safety,8.00,9.00,9.00,10.00,9.00,9.00,9.00,9.00,10.00,10.00,9.20
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3611-Bioinformatics Lab,9.00,10.00,10.00,8.00,9.00,9.00,8.00,9.00,8.00,9.00,8.90
KD1Fx0oWzJcEUQ9kHDNbacACba+wvgYj,Biotechnology -A,6,Mrs.Keerthiga.K ,BT3661  Bioprocess Laboratory,9.00,10.00,10.00,10.00,9.00,9.00,9.00,10.00,9.00,8.00,9.30
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,9.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.50
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.00,9.00,10.00,9.60
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,10.00,9.00,9.50
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing,10.00,10.00,10.00,10.00,9.00,9.00,9.00,10.00,10.00,10.00,9.70
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mrs.K.Kalaichelvi,Communication Networks,10.00,10.00,10.00,10.00,10.00,9.00,10.00,10.00,10.00,10.00,9.90
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Dr.Anumol Mathai,Embedded System & I0T Design Laboratory,9.00,10.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,10.00,9.60
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mr. M Ananthan,4G/5G Communication Networks,10.00,10.00,9.00,10.00,10.00,10.00,10.00,9.00,10.00,10.00,9.80
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing Laboratory,10.00,10.00,10.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,9.80
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing Laboratory ,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.80
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning Laboratory ,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
UZjBD3b+hKgPBkhZ7ZVtJ8WFTgkqwHq9,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing Laboratory (DM LAB),10.00,10.00,10.00,10.00,9.00,10.00,10.00,9.00,10.00,10.00,9.80
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,9.00,8.00,7.00,8.00,9.00,7.00,8.00,8.00,8.00,8.00,8.00
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,8.00,9.00,9.00,9.00,7.00,8.00,8.00,7.00,8.00,8.00,8.10
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,9.00,9.00,9.00,9.00,8.00,9.00,9.00,9.00,10.00,10.00,9.10
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing,8.00,9.00,9.00,9.00,8.00,9.00,9.00,8.00,9.00,10.00,8.80
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mrs.K.Kalaichelvi,Communication Networks,8.00,8.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,8.80
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing,9.00,8.00,9.00,8.00,9.00,8.00,8.00,8.00,9.00,9.00,8.50
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Dr.Anumol Mathai,Embedded System & I0T Design Laboratory,9.00,9.00,10.00,10.00,9.00,9.00,9.00,9.00,9.00,9.00,9.20
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mr. M Ananthan,4G/5G Communication Networks,9.00,8.00,8.00,8.00,9.00,9.00,9.00,9.00,9.00,9.00,8.70
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing Laboratory,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing Laboratory ,8.00,9.00,9.00,10.00,9.00,8.00,9.00,9.00,9.00,9.00,8.90
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning Laboratory ,9.00,9.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.20
3ZUyBZ3mFIEHdWvIrhiv+RU0K/ngddS/,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing Laboratory (DM LAB),9.00,9.00,9.00,10.00,9.00,9.00,9.00,8.00,9.00,10.00,9.10
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,9.00,8.00,10.00,10.00,9.00,8.00,9.00,10.00,9.00,8.00,9.00
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,10.00,8.00,9.00,9.00,8.00,9.00,10.00,9.00,10.00,8.00,9.00
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.00,9.00,10.00,9.50
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing,9.00,9.00,8.00,10.00,10.00,8.00,9.00,10.00,9.00,10.00,9.20
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mrs.K.Kalaichelvi,Communication Networks,10.00,10.00,9.00,10.00,9.00,10.00,10.00,10.00,10.00,10.00,9.80
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing,9.00,10.00,9.00,9.00,9.00,10.00,9.00,10.00,10.00,9.00,9.40
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Dr.Anumol Mathai,Embedded System & I0T Design Laboratory,10.00,10.00,10.00,9.00,9.00,9.00,10.00,10.00,10.00,9.00,9.60
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mr. M Ananthan,4G/5G Communication Networks,9.00,9.00,10.00,10.00,8.00,9.00,10.00,10.00,9.00,10.00,9.40
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing Laboratory,9.00,10.00,9.00,9.00,8.00,9.00,9.00,9.00,10.00,9.00,9.10
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing Laboratory ,9.00,9.00,10.00,9.00,9.00,9.00,8.00,9.00,9.00,9.00,9.00
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning Laboratory ,10.00,8.00,10.00,9.00,10.00,9.00,9.00,10.00,10.00,9.00,9.40
rAMQdEgGeSsv1f2uuhBdcMmSu6vVHG3k,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing Laboratory (DM LAB),10.00,9.00,10.00,9.00,10.00,9.00,9.00,9.00,9.00,10.00,9.40
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,8.00,9.00,10.00,8.00,9.00,10.00,9.00,8.00,10.00,8.00,8.90
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,9.00,9.00,10.00,8.00,9.00,10.00,9.00,8.00,9.00,9.00,9.00
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,9.00,9.00,9.00,10.00,9.00,10.00,9.00,8.00,9.00,10.00,9.20
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing,8.00,9.00,8.00,9.00,9.00,10.00,9.00,9.00,9.00,10.00,9.00
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mrs.K.Kalaichelvi,Communication Networks,9.00,9.00,10.00,10.00,10.00,9.00,10.00,9.00,10.00,9.00,9.50
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing,8.00,9.00,9.00,9.00,10.00,10.00,9.00,10.00,9.00,8.00,9.10
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Dr.Anumol Mathai,Embedded System & I0T Design Laboratory,9.00,10.00,9.00,10.00,9.00,10.00,8.00,10.00,9.00,10.00,9.40
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mr. M Ananthan,4G/5G Communication Networks,9.00,8.00,9.00,9.00,10.00,9.00,10.00,10.00,9.00,9.00,9.20
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing Laboratory,9.00,9.00,8.00,10.00,9.00,8.00,9.00,9.00,9.00,10.00,9.00
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing Laboratory ,8.00,9.00,9.00,10.00,9.00,8.00,9.00,9.00,9.00,10.00,9.00
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning Laboratory ,8.00,9.00,10.00,10.00,9.00,10.00,8.00,9.00,10.00,9.00,9.20
casDRXO4eZZDJB3fibOlP9T6oj0ZnenW,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing Laboratory (DM LAB),10.00,9.00,8.00,9.00,8.00,9.00,10.00,9.00,10.00,8.00,9.00
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,9.00,8.00,9.00,8.00,7.00,9.00,10.00,8.00,7.00,10.00,8.50
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,10.00,8.00,10.00,10.00,8.00,7.00,7.00,9.00,8.00,9.00,8.60
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,10.00,9.00,10.00,9.00,10.00,9.00,9.00,8.00,8.00,9.00,9.10
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing,10.00,10.00,8.00,9.00,8.00,7.00,8.00,7.00,8.00,9.00,8.40
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mrs.K.Kalaichelvi,Communication Networks,10.00,9.00,8.00,9.00,10.00,9.00,8.00,10.00,9.00,8.00,9.00
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing,10.00,9.00,8.00,9.00,8.00,9.00,8.00,10.00,9.00,9.00,8.90
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Dr.Anumol Mathai,Embedded System & I0T Design Laboratory,10.00,10.00,9.00,10.00,9.00,9.00,9.00,8.00,8.00,9.00,9.10
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mr. M Ananthan,4G/5G Communication Networks,9.00,8.00,8.00,8.00,7.00,8.00,9.00,9.00,9.00,9.00,8.40
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing Laboratory,10.00,10.00,10.00,9.00,9.00,9.00,8.00,8.00,9.00,10.00,9.20
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing Laboratory ,10.00,8.00,8.00,9.00,9.00,9.00,9.00,7.00,8.00,8.00,8.50
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning Laboratory ,10.00,8.00,9.00,9.00,8.00,9.00,8.00,10.00,10.00,8.00,8.90
JwFxYKr/ev8f4LQRkUv1YSAR2505mKpt,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing Laboratory (DM LAB),10.00,8.00,8.00,8.00,9.00,9.00,10.00,9.00,8.00,9.00,8.80
SrKIFenms6baCXx2GZ2oGc82egY0VMm7,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,9.00,8.00,8.00,9.00,9.00,8.00,10.00,9.00,10.00,8.00,8.80
SrKIFenms6baCXx2GZ2oGc82egY0VMm7,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,10.00,10.00,10.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.90
SrKIFenms6baCXx2GZ2oGc82egY0VMm7,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,9.00,8.00,9.00,8.00,8.00,9.00,8.00,8.00,8.00,10.00,8.50
